date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:26:19	2380/2380	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jul%202025%2023:26:17%20GMT	https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d25908.703277839155!2d-74.18208878159237!3d40.640176526919696!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c24fa5d33f083b%3A0xc80b8f06e177fe62!2sNew%20York%2C%20NY%2C%20USA!5e0!3m2!1sen!2sbd!4v1699271377092!5m2!1sen!2sbd	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/www.google.com/maps/embed1a33.html	(from https://html.themestransmit.com/minfo-tailwind/index.html)
06:26:19	89501/89501	---M--	200	added ('OK')	application/javascript	etag:%22674c8007-15d9d%22	https://html.themestransmit.com/minfo-tailwind/assets/js/jquery-3.6.0.min.js	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/js/jquery-3.6.0.min.js	(from https://html.themestransmit.com/minfo-tailwind/index.html)
06:26:19	9028/9028	---M--	200	added ('OK')	application/javascript	etag:%22674c8007-2344%22	https://html.themestransmit.com/minfo-tailwind/assets/js/waypoints.min.js	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/js/waypoints.min.js	(from https://html.themestransmit.com/minfo-tailwind/index.html)
06:26:19	1978843/1978843	---M--	200	added ('OK')	image/png	etag:%22674c8007-1e31db%22	https://html.themestransmit.com/minfo-tailwind/assets/img/blog/article3.png	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/img/blog/article3.png	(from https://html.themestransmit.com/minfo-tailwind/index.html)
06:26:19	113970/113970	---M--	200	added ('OK')	application/javascript	etag:%22674c8007-1bd32%22	https://html.themestransmit.com/minfo-tailwind/assets/js/tw-elements.umd.min.js	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/js/tw-elements.umd.min.js	(from https://html.themestransmit.com/minfo-tailwind/index.html)
06:26:20	5532/5532	---M--	200	added ('OK')	application/javascript	etag:%22674c8007-159c%22	https://html.themestransmit.com/minfo-tailwind/assets/js/cd-headline.js	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/js/cd-headline.js	(from https://html.themestransmit.com/minfo-tailwind/index.html)
06:26:20	2335/2335	---M--	200	added ('OK')	application/javascript	etag:%22674c8007-91f%22	https://html.themestransmit.com/minfo-tailwind/assets/js/jquery.counterup.min.js	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/js/jquery.counterup.min.js	(from https://html.themestransmit.com/minfo-tailwind/index.html)
06:26:20	135529/135529	---M--	200	added ('OK')	application/javascript	etag:%22674c8007-21169%22	https://html.themestransmit.com/minfo-tailwind/assets/js/swiper-bundle.min.js	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/js/swiper-bundle.min.js	(from https://html.themestransmit.com/minfo-tailwind/index.html)
06:26:20	1418/1418	---M--	200	added ('OK')	application/javascript	etag:%22674c8007-58a%22	https://html.themestransmit.com/minfo-tailwind/assets/js/scrollIt.min.js	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/js/scrollIt.min.js	(from https://html.themestransmit.com/minfo-tailwind/index.html)
06:26:20	4445/4445	---M--	200	added ('OK')	application/javascript	etag:%22674c8007-115d%22	https://html.themestransmit.com/minfo-tailwind/assets/js/circle-progress.min.js	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/js/circle-progress.min.js	(from https://html.themestransmit.com/minfo-tailwind/index.html)
06:26:21	12460/12460	---M--	200	added ('OK')	application/javascript	etag:%22674c8007-30ac%22	https://html.themestransmit.com/minfo-tailwind/assets/js/script.js	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/js/script.js	(from https://html.themestransmit.com/minfo-tailwind/index.html)
06:26:21	1736/1736	---M--	200	added ('OK')	application/javascript	etag:%22674c8007-6c8%22	https://html.themestransmit.com/minfo-tailwind/assets/js/theme-mode.js	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/js/theme-mode.js	(from https://html.themestransmit.com/minfo-tailwind/index.html)
06:26:22	51/51	---MCZ	200	added ('OK')	text/plain	date:Wed,%2023%20Jul%202025%2023:26:21%20GMT	https://fonts.googleapis.com/robots.txt		(from https://html.themestransmit.com/minfo-tailwind/index.html)
06:26:22	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Jul%202025%2023:26:21%20GMT	https://fonts.gstatic.com/robots.txt		(from https://html.themestransmit.com/minfo-tailwind/index.html)
06:26:23	157716/157716	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2023%20Apr%202025%2016:07:39%20GMT	https://fonts.gstatic.com/s/poppins/v23/pxiByp8kv8JHgFVrLFj_V1s.ttf	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/fonts.gstatic.com/s/poppins/v23/pxiByp8kv8JHgFVrLFj_V1s.ttf	(from https://fonts.googleapis.com/css2?family=Poppins:wght@200;300;400;500;600;700&display=swap)
06:26:23	156188/156188	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2023%20Apr%202025%2016:08:49%20GMT	https://fonts.gstatic.com/s/poppins/v23/pxiByp8kv8JHgFVrLDz8V1s.ttf	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/fonts.gstatic.com/s/poppins/v23/pxiByp8kv8JHgFVrLDz8V1s.ttf	(from https://fonts.googleapis.com/css2?family=Poppins:wght@200;300;400;500;600;700&display=swap)
06:26:24	154628/154628	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2023%20Apr%202025%2016:06:51%20GMT	https://fonts.gstatic.com/s/poppins/v23/pxiEyp8kv8JHgFVrFJA.ttf	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/fonts.gstatic.com/s/poppins/v23/pxiEyp8kv8JHgFVrFJA.ttf	(from https://fonts.googleapis.com/css2?family=Poppins:wght@200;300;400;500;600;700&display=swap)
06:26:24	152860/152860	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2023%20Apr%202025%2016:07:34%20GMT	https://fonts.gstatic.com/s/poppins/v23/pxiByp8kv8JHgFVrLGT9V1s.ttf	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/fonts.gstatic.com/s/poppins/v23/pxiByp8kv8JHgFVrLGT9V1s.ttf	(from https://fonts.googleapis.com/css2?family=Poppins:wght@200;300;400;500;600;700&display=swap)
06:26:25	151516/151516	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2023%20Apr%202025%2016:07:21%20GMT	https://fonts.gstatic.com/s/poppins/v23/pxiByp8kv8JHgFVrLEj6V1s.ttf	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/fonts.gstatic.com/s/poppins/v23/pxiByp8kv8JHgFVrLEj6V1s.ttf	(from https://fonts.googleapis.com/css2?family=Poppins:wght@200;300;400;500;600;700&display=swap)
06:26:25	150292/150292	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2023%20Apr%202025%2016:07:31%20GMT	https://fonts.gstatic.com/s/poppins/v23/pxiByp8kv8JHgFVrLCz7V1s.ttf	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/fonts.gstatic.com/s/poppins/v23/pxiByp8kv8JHgFVrLCz7V1s.ttf	(from https://fonts.googleapis.com/css2?family=Poppins:wght@200;300;400;500;600;700&display=swap)
06:26:26	134294/134294	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22674c8006-20c96%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-brands-400.eot	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:26	134294/134294	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22674c8006-20c96%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-brands-400d41d.eot	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:26	76728/76728	---M--	200	added ('OK')	font/woff2	etag:%22674c8006-12bb8%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-brands-400.woff2	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:26	89988/89988	---M--	200	added ('OK')	font/woff	etag:%22674c8006-15f84%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-brands-400.woff	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:27	133988/133988	---M--	200	added ('OK')	application/octet-stream	etag:%22674c8006-20b64%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-brands-400.ttf	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:27	747884/747884	---M--	200	added ('OK')	image/svg+xml	etag:%22674c8006-b696c%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-brands-400.svg	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:28	562970/562970	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22674c8007-8971a%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-duotone-900.eot	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-duotone-900.eot	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:28	562970/562970	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22674c8007-8971a%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-duotone-900.eot?	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-duotone-900d41d.eot	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:28	182080/182080	---M--	200	added ('OK')	font/woff2	etag:%22674c8007-2c740%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-duotone-900.woff2	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-duotone-900.woff2	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:29	258976/258976	---M--	200	added ('OK')	font/woff	etag:%22674c8007-3f3a0%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-duotone-900.woff	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-duotone-900.woff	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:29	562672/562672	---M--	200	added ('OK')	application/octet-stream	etag:%22674c8007-895f0%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-duotone-900.ttf	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-duotone-900.ttf	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:29	489274/489274	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22674c8007-7773a%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-light-300.eot	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-light-300.eot	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:30	184204/184204	---M--	200	added ('OK')	font/woff2	etag:%22674c8007-2cf8c%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-light-300.woff2	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-light-300.woff2	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:30	489274/489274	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22674c8007-7773a%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-light-300.eot?	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-light-300d41d.eot	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:30	245416/245416	---M--	200	added ('OK')	font/woff	etag:%22674c8007-3bea8%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-light-300.woff	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-light-300.woff	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:31	488992/488992	---M--	200	added ('OK')	application/octet-stream	etag:%22674c8007-77620%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-light-300.ttf	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-light-300.ttf	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
